CustomerID,CustomerName,Gender,Age,Occupation,AnnualIncome,State,City,CustomerSince
CUST100067,Jyoti Gupta,Female,28,Homemaker,83000.00,Punjab,Ludhiana,22-07-2007
CUST100068,Sunil Gupta,Male,18,Salaried - Private,498000.00,Karnataka,Mysuru,19-04-2019
CUST100069,Varun Malhotra,Male,53,Salaried - Private,1024000.00,Madhya Pradesh,Indore,14-02-2007
CUST100070,Sandeep Verma,Male,45,Homemaker,140000.00,Uttar Pradesh,Noida,26-06-2011
CUST100071,Vijay Thakur,Male,31,Salaried - Private,753000.00,Bihar,Muzaffarpur,25-03-2023
CUST100072,Manisha Yadav,Female,38,Salaried - Private,326000.00,Delhi,Rohini,18-09-2016
CUST100073,Rakesh Bansal,Male,20,Self Employed,1550000.00,Tamil Nadu,Trichy,27-05-2026
CUST100074,Megha Rao,Female,18,Homemaker,60000.00,Odisha,Rourkela,11-10-2019
CUST100075,Suman Singh,Female,32,Salaried - Private,1057000.00,Haryana,Gurugram,12-11-2022
CUST100076,Shalini Yadav,Female,30,Professional (Doctor/Lawyer/CA),1640000.00,Karnataka,Mangaluru,27-12-2018
CUST100077,Megha Banerjee,Female,48,,392000.00,Tamil Nadu,Trichy,16-07-2016
CUST100078,Pooja Reddy,Female,31,Salaried - Government,675000.00,Kerala,Kochi,23-08-2020
CUST100079,Anjali Sharma,Female,57,Salaried - Government,581000.00,Telangana,Karimnagar,31-12-2024
CUST100080,Rajesh Chopra,Male,23,Salaried - Private,924000.00,Tamil Nadu,Coimbatore,20-09-2011
CUST100081,Kavita Rastogi,Female,38,Salaried - Private,587000.00,Telangana,Karimnagar,12-10-2024
CUST100082,Anil Gupta,Male,37,Professional (Doctor/Lawyer/CA),684000.00,Punjab,Chandigarh,10-03-2008
CUST100083,Radhika Desai,Female,37,Salaried - Government,657000.00,Kerala,Kochi,26-09-2014
CUST100084,Vijay Shah,Male,43,Homemaker,61000.00,Kerala,Kochi,16-11-2005
CUST100085,Naveen Gupta,Male,51,,930000.00,Punjab,Ludhiana,22-05-2010
CUST100086,Suman Mukherjee,Female,29,Freelancer,146000.00,Delhi,Rohini,29-04-2026
CUST100087,Aarti Pillai,Female,56,Business Owner,975000.00,Tamil Nadu,Madurai,19-10-2011
CUST100088,Manisha Bansal,Female,29,Salaried - Government,408000.00,Karnataka,Mangaluru,25-01-2026
CUST100089,Nikhil Joshi,Male,38,Salaried - Private,644000.00,Maharashtra,Nashik,25-12-2014
CUST100090,Ritu Ghosh,Female,46,Salaried - Private,986000.00,Punjab,Jalandhar,16-02-2017
CUST100091,Kirti Sharma,Female,46,Salaried - Private,1239000.00,Uttar Pradesh,Kanpur,30-04-2007
CUST100092,Divya Iyer,Female,40,Self Employed,734000.00,Madhya Pradesh,Jabalpur,24-05-2007
CUST100093,Sneha Mukherjee,Female,55,Farmer,476000.00,Tamil Nadu,Trichy,12-06-2006
CUST100094,Deepak Patel,Male,33,Salaried - Government,372000.00,Madhya Pradesh,Gwalior,15-07-2010
CUST100095,Kavita Rao,Female,33,Freelancer,489000.00,Maharashtra,Nashik,05-12-2007
CUST100096,Mohit Agarwal,Male,54,Self Employed,945000.00,Madhya Pradesh,Indore,18-08-2022
CUST100097,Anjali Rastogi,Female,35,Retired,317000.00,Uttar Pradesh,Lucknow,29-11-2021
CUST100098,Manoj Jain,Male,47,Salaried - Private,1250000.00,Odisha,Rourkela,29-03-2020
CUST100099,Deepak Bhatt,Male,43,Salaried - Private,361000.00,Madhya Pradesh,Jabalpur,25-06-2009
CUST100100,Payal Jain,Female,44,Salaried - Private,946000.00,Uttar Pradesh,Lucknow,14-10-2025
CUST100101,Aditya Patel,Male,66,Salaried - Government,174000.00,Odisha,Bhubaneswar,23-08-2006
CUST100102,Kalpana Bhatt,Female,23,Salaried - Government,485000.00,Odisha,Cuttack,16-09-2023
CUST100103,Priya Sinha,Female,32,Salaried - Private,673000.00,Gujarat,Surat,24-03-2026
CUST100104,Rajesh Reddy,Male,53,Professional (Doctor/Lawyer/CA),1348000.00,Delhi,Dwarka,01-08-2017
CUST100105,Megha Agarwal,Female,43,Homemaker,167000.00,Telangana,Nizamabad,06-05-2022
CUST100106,Sandeep Chauhan,Male,47,Salaried - Private,780000.00,Telangana,Karimnagar,11-10-2007
CUST100107,Nitin Verma,Male,30,Salaried - Private,981000.00,Rajasthan,Jaipur,19-09-2005
CUST100108,Megha Mukherjee,Female,39,Professional (Doctor/Lawyer/CA),687000.00,Uttar Pradesh,Lucknow,12-11-2009
CUST100109,Kalpana Mukherjee,Female,32,Salaried - Government,267000.00,Madhya Pradesh,Gwalior,06-05-2014
CUST100110,Varun Reddy,Male,56,Professional (Doctor/Lawyer/CA),1735000.00,Gujarat,Vadodara,25-08-2007
CUST100111,Preeti Chauhan,Female,28,Salaried - Private,525000.00,Odisha,Rourkela,18-07-2018
CUST100112,Simran Trivedi,Female,18,Business Owner,387000.00,Tamil Nadu,Coimbatore,06-03-2020
CUST100113,Rohit Pandey,Male,30,Freelancer,403000.00,Maharashtra,Mumbai,11-03-2017
CUST100114,Kiran Mukherjee,Male,26,Professional (Doctor/Lawyer/CA),265000.00,Odisha,Puri,06-07-2010
CUST100115,Sameer Agarwal,Male,35,Homemaker,91000.00,Odisha,Cuttack,01-12-2014
CUST100116,Harish Bhatt,Male,20,Self Employed,857000.00,Bihar,Gaya,14-03-2005
CUST100117,Sonia Rastogi,Female,36,Retired,0.00,Telangana,Hyderabad,03-02-2014
CUST100118,Mohit Mishra,Male,36,Self Employed,231000.00,Odisha,Puri,07-05-2008
CUST100119,Preeti Choudhury,Female,48,Self Employed,428000.00,Gujarat,Surat,22-02-2025
CUST100120,Radhika Bhatt,Female,53,Salaried - Government,648000.00,Delhi,New Delhi,07-07-2007
CUST100121,Preeti Sinha,Female,42,Self Employed,747000.00,Kerala,Kozhikode,24-10-2021
CUST100122,Preeti Dubey,Female,35,Salaried - Government,498000.00,Odisha,Puri,25-11-2011
CUST100123,Karan Verma,Male,52,Self Employed,3914000.00,Gujarat,Surat,20-01-2020
CUST100124,Kalpana Sharma,Female,38,Student,60000.00,Karnataka,Hubli,17-12-2008
CUST100125,Vandana Mishra,Female,66,Retired,577000.00,Gujarat,Vadodara,29-01-2019
CUST100126,Prakash Mishra,Male,48,Salaried - Government,574000.00,Punjab,Amritsar,20-03-2021
CUST100127,Kiran Patel,Male,41,Salaried - Private,174000.00,West Bengal,Durgapur,04-11-2017
CUST100128,Kavita Das,Female,29,Salaried - Private,448000.00,Rajasthan,Jodhpur,20-08-2011
CUST100129,Gaurav Pandey,Male,20,Salaried - Private,515000.00,Telangana,Nizamabad,30-11-2009
CUST100130,Komal Shah,Female,19,Salaried - Private,336000.00,Odisha,Cuttack,01-03-2014
CUST100131,Swati Reddy,Female,43,Salaried - Private,665000.00,Kerala,Thrissur,13-12-2018
CUST100132,Kirti Chatterjee,Female,0,Homemaker,60000.00,Punjab,Amritsar,26-11-2013
CUST100133,Karan Dubey,Male,55,Professional (Doctor/Lawyer/CA),710000.00,Uttar Pradesh,Lucknow,24-08-2017
CUST100134,Shweta Iyer,Female,45,Self Employed,1173000.00,Gujarat,Ahmedabad,18-12-2018
CUST100135,Sarika Bhatt,Female,42,Business Owner,787000.00,Bihar,Gaya,30-09-2013
CUST100136,Pooja Menon,Female,55,Self Employed,648000.00,West Bengal,Siliguri,01-09-2008
CUST100137,Ashok Pillai,Male,60,Salaried - Private,181000.00,Delhi,Dwarka,04-09-2025
CUST100138,Kiran Reddy,Male,18,Freelancer,517000.00,Uttar Pradesh,Varanasi,23-12-2014
CUST100139,Anjali Sharma,Female,53,Self Employed,295000.00,Delhi,New Delhi,02-09-2012
CUST100140,Nisha Chopra,Female,42,Homemaker,60000.00,Punjab,Amritsar,26-02-2026
CUST100141,Ashok Bansal,Male,24,Business Owner,0.00,Delhi,Rohini,28-09-2011
CUST100142,Sunita Nair,Female,47,Self Employed,728000.00,Punjab,Ludhiana,23-08-2021
CUST100143,Yogesh Chauhan,Male,18,Salaried - Private,1885000.00,Telangana,Warangal,26-12-2017
CUST100144,Meena Sinha,Female,24,Salaried - Government,588000.00,Gujarat,Surat,24-10-2025
CUST100145,Ashok Verma,Male,38,Self Employed,1171000.00,Madhya Pradesh,Gwalior,18-06-2019
CUST100146,Megha Trivedi,Female,45,Retired,419000.00,Punjab,Jalandhar,30-09-2013
CUST100147,Suresh Thakur,Male,25,Retired,506000.00,Gujarat,Surat,08-07-2017
CUST100148,Aarti Shah,Female,34,Homemaker,115000.00,Odisha,Bhubaneswar,02-02-2023
CUST100149,Preeti Bansal,Female,60,Salaried - Private,900000.00,Haryana,Gurugram,17-08-2015
CUST100150,Varun Reddy,Male,41,Homemaker,185000.00,Madhya Pradesh,Indore,06-11-2021
CUST100151,Divya Mishra,Female,30,Business Owner,517000.00,Kerala,Kozhikode,25-01-2024
CUST100152,Kirti Banerjee,Female,37,Student,60000.00,Delhi,Rohini,09-05-2017
CUST100153,Arun Menon,Male,37,Retired,322000.00,Odisha,Bhubaneswar,21-11-2007
CUST100154,Abhishek Gupta,Male,31,,281000.00,West Bengal,Howrah,22-12-2012
CUST100155,Rohit Das,Male,37,Salaried - Government,308000.00,Maharashtra,Mumbai,23-12-2015
CUST100156,Divya Choudhury,Female,45,Business Owner,894000.00,Odisha,Rourkela,29-08-2017
CUST100157,Mohit Verma,Male,75,Retired,447000.00,Rajasthan,Kota,04-06-2014
CUST100158,Kirti Chatterjee,Female,53,Salaried - Private,1198000.00,Tamil Nadu,Madurai,12-09-2009
CUST100159,Preeti Kumar,Female,51,Homemaker,60000.00,Punjab,Amritsar,02-04-2023
CUST100160,Vandana Desai,Female,23,Salaried - Private,537000.00,Gujarat,Surat,21-02-2011
CUST100161,Priya Bhatt,Female,19,Self Employed,564000.00,Gujarat,Surat,11-09-2022
CUST100162,Meena Iyer,Female,33,Salaried - Private,491000.00,Karnataka,Mangaluru,03-06-2026
CUST100163,Neha Dubey,Female,42,Homemaker,94000.00,Karnataka,Mangaluru,15-03-2007
CUST100164,Prakash Trivedi,Male,36,Salaried - Private,1154000.00,West Bengal,Kolkata,25-03-2024
CUST100165,Anita Chauhan,Female,31,Salaried - Private,0.00,Uttar Pradesh,Varanasi,07-05-2012
CUST100166,Sameer Pillai,Male,46,Retired,335000.00,Tamil Nadu,Trichy,02-08-2012
CUST100167,Nikhil Saxena,Male,61,Homemaker,60000.00,Rajasthan,Jaipur,09-03-2019
CUST100168,Manish Chopra,Male,21,Homemaker,215000.00,Madhya Pradesh,Indore,08-09-2018
CUST100169,Snehal Mukherjee,Female,41,Retired,741000.00,West Bengal,Siliguri,13-10-2005
CUST100170,Rekha Dubey,Female,48,Homemaker,60000.00,Bihar,Patna,31-01-2009
CUST100171,Vijay Mehta,Male,50,Salaried - Private,443000.00,Madhya Pradesh,Jabalpur,03-11-2008
CUST100172,Preeti Choudhury,Female,39,Salaried - Private,487000.00,Karnataka,Mangaluru,25-02-2017
CUST100173,Simran Joshi,Female,56,Salaried - Government,810000.00,Telangana,Hyderabad,24-01-2024
CUST100174,Karan Verma,Male,46,Farmer,238000.00,Delhi,Dwarka,23-11-2014
CUST100175,Deepak Bhatt,Male,43,Salaried - Government,543000.00,Delhi,Rohini,19-02-2022
CUST100176,Varun Mishra,Male,54,Self Employed,633000.00,Gujarat,Surat,21-01-2020
CUST100177,Jyoti Chauhan,Female,56,Retired,141000.00,Uttar Pradesh,Noida,16-11-2015
CUST100178,Vijay Chopra,Male,28,Homemaker,60000.00,Uttar Pradesh,Varanasi,16-09-2015
CUST100179,Usha Banerjee,Female,31,Self Employed,316000.00,West Bengal,Kolkata,17-02-2017
CUST100180,Ravi Joshi,Male,47,Retired,366000.00,Haryana,Panipat,03-12-2017
CUST100181,Ashish Kapoor,Male,35,Farmer,125000.00,Gujarat,Vadodara,25-06-2016
CUST100182,Deepak Tiwari,Male,53,Homemaker,60000.00,Tamil Nadu,Madurai,29-06-2007
CUST100183,Ashish Saxena,Male,29,Student,0.00,West Bengal,Kolkata,07-05-2015
CUST100184,Sarika Iyer,Female,34,Salaried - Government,255000.00,Uttar Pradesh,Varanasi,04-05-2022
CUST100185,Pallavi Mehta,Female,63,Salaried - Government,651000.00,West Bengal,Kolkata,25-10-2025
CUST100186,Snehal Rao,Female,44,Salaried - Private,1373000.00,Punjab,Ludhiana,16-02-2019
CUST100187,Meena Joshi,Female,40,Professional (Doctor/Lawyer/CA),1502000.00,Rajasthan,Jodhpur,19-04-2026
CUST100188,Sunita Yadav,Female,43,Business Owner,1147000.00,Delhi,Rohini,18-08-2022
CUST100189,Vikram Reddy,Male,52,Salaried - Private,481000.00,Tamil Nadu,Chennai,29-11-2006
CUST100190,Suman Mehta,Female,24,Salaried - Private,653000.00,Rajasthan,Kota,01-06-2020
CUST100191,Swati Gupta,Female,31,Salaried - Government,821000.00,Maharashtra,Nashik,11-11-2014
CUST100192,Kavita Mehta,Female,49,Homemaker,82000.00,Bihar,Muzaffarpur,11-09-2011
CUST100193,Harish Verma,Male,38,Self Employed,1080000.00,Bihar,Patna,21-12-2010
CUST100194,Ritu Kumar,Female,41,Farmer,105000.00,Punjab,Ludhiana,16-02-2010
CUST100195,Kirti Gupta,Female,33,Business Owner,1214000.00,Gujarat,Ahmedabad,24-02-2023
CUST100196,Suresh Jain,Male,56,Salaried - Government,546000.00,Haryana,Panipat,13-01-2023
CUST100197,Nidhi Nair,Female,55,Business Owner,542000.00,Karnataka,Mysuru,11-01-2020
CUST100198,Rahul Banerjee,Male,33,Salaried - Private,228000.00,Maharashtra,Mumbai,17-05-2017
CUST100199,Manish Mukherjee,Male,42,Salaried - Private,1197000.00,Telangana,Nizamabad,21-11-2005
CUST100200,Nisha Reddy,Female,34,Salaried - Private,520000.00,Maharashtra,Nashik,07-07-2010
CUST100201,Radhika Chatterjee,Female,41,Business Owner,604000.00,Uttar Pradesh,Noida,05-09-2022
CUST100202,Preeti Reddy,Female,40,Salaried - Private,420000.00,Karnataka,Mysuru,14-08-2023
CUST100203,Arun Pillai,Male,37,Salaried - Private,739000.00,Tamil Nadu,Chennai,08-08-2017
CUST100204,Sunita Menon,Female,50,Salaried - Private,1464000.00,Tamil Nadu,Coimbatore,22-09-2005
CUST100205,Deepa Chauhan,Female,36,Salaried - Private,601000.00,Punjab,Amritsar,12-04-2022
CUST100206,Sarika Patel,Female,44,Self Employed,473000.00,Maharashtra,Pune,13-05-2007
CUST100207,Tanvi Mehta,Female,25,Homemaker,61000.00,Haryana,Panipat,21-01-2011
CUST100208,Anita Chopra,Female,40,Self Employed,0.00,West Bengal,Durgapur,30-06-2024
CUST100209,Suresh Trivedi,Male,35,Homemaker,129000.00,Delhi,Saket,30-03-2015
CUST100210,Nikhil Dubey,Male,53,Retired,362000.00,Madhya Pradesh,Gwalior,29-06-2024
CUST100211,Yogesh Choudhury,Male,40,Salaried - Private,823000.00,West Bengal,Howrah,14-05-2009
CUST100212,Prakash Mehta,Male,32,Retired,322000.00,Uttar Pradesh,Varanasi,25-04-2008
CUST100213,Amit Bhatt,Male,25,Salaried - Private,221000.00,Rajasthan,Jodhpur,01-11-2021
CUST100214,Rakesh Kumar,Male,38,Homemaker,94000.00,Rajasthan,Udaipur,29-05-2005
CUST100215,Aarti Kapoor,Female,47,Salaried - Private,716000.00,Uttar Pradesh,Noida,12-03-2024
CUST100216,Manish Sharma,Male,41,Homemaker,96000.00,Delhi,Saket,02-01-2024
CUST100217,Sunita Verma,Female,42,Farmer,298000.00,Uttar Pradesh,Kanpur,15-03-2014
CUST100218,Ramesh Das,Male,43,Freelancer,956000.00,Karnataka,Mysuru,21-05-2007
CUST100219,Anita Agarwal,Female,48,Professional (Doctor/Lawyer/CA),1322000.00,Delhi,Saket,20-10-2006
CUST100220,Divya Gupta,Female,25,Salaried - Private,446000.00,Haryana,Gurugram,21-01-2016
CUST100221,Ashish Sharma,Male,41,Business Owner,1214000.00,Maharashtra,Pune,25-01-2024
CUST100222,Sonia Agarwal,Female,44,Freelancer,721000.00,Odisha,Bhubaneswar,13-09-2019
CUST100223,Deepa Singh,Female,58,Retired,781000.00,Bihar,Bhagalpur,28-10-2013
CUST100224,Geeta Gupta,Female,33,Homemaker,60000.00,Tamil Nadu,Madurai,17-10-2009
CUST100225,Nisha Gupta,Female,48,Salaried - Private,1286000.00,Madhya Pradesh,Jabalpur,09-05-2020
CUST100226,Varun Rastogi,Male,21,Salaried - Private,606000.00,Punjab,Amritsar,31-03-2007
CUST100227,Sneha Mukherjee,Female,44,,204000.00,Odisha,Puri,11-04-2025
CUST100228,Naveen Chauhan,Male,26,Business Owner,1299000.00,Uttar Pradesh,Varanasi,15-08-2016
CUST100229,Payal Chauhan,Female,56,Salaried - Government,634000.00,Tamil Nadu,Trichy,27-01-2014
CUST100230,Megha Mukherjee,Female,65,Self Employed,533000.00,Haryana,Gurugram,12-02-2014
CUST100231,Aditya Mehta,Male,41,Salaried - Private,814000.00,Madhya Pradesh,Gwalior,26-02-2019
CUST100232,Rekha Pandey,Female,59,Homemaker,64000.00,Telangana,Karimnagar,01-11-2020
CUST100233,Sneha Trivedi,Female,27,Salaried - Private,428000.00,Telangana,Hyderabad,24-06-2016
CUST100234,Jyoti Desai,Female,42,Farmer,234000.00,Bihar,Patna,05-07-2013
CUST100235,Nisha Sharma,Female,18,Homemaker,71000.00,Delhi,New Delhi,11-04-2007
CUST100236,Pankaj Agarwal,Male,40,Salaried - Private,0.00,Punjab,Amritsar,29-11-2009
CUST100237,Kiran Joshi,Male,41,Self Employed,490000.00,Uttar Pradesh,Noida,09-07-2007
CUST100238,Jyoti Agarwal,Female,45,Freelancer,469000.00,Madhya Pradesh,Indore,06-09-2010
CUST100239,Sunita Pandey,Female,45,Student,60000.00,Punjab,Ludhiana,05-02-2021
CUST100240,Sunita Bhatt,Female,18,Salaried - Private,443000.00,Madhya Pradesh,Indore,30-09-2005
CUST100241,Priya Bhatt,Female,45,,236000.00,Odisha,Cuttack,15-11-2024
CUST100242,Geeta Chauhan,Female,27,Salaried - Government,335000.00,Madhya Pradesh,Bhopal,07-08-2013
CUST100243,Sonia Mukherjee,Female,31,Retired,323000.00,Bihar,Muzaffarpur,13-03-2006
CUST100244,Meena Desai,Female,50,Salaried - Private,2046000.00,Tamil Nadu,Madurai,21-02-2009
CUST100245,Suresh Sharma,Male,54,Salaried - Private,522000.00,West Bengal,Siliguri,18-11-2019
CUST100246,Tarun Mishra,Male,41,Business Owner,1463000.00,Haryana,Panipat,27-08-2010
CUST100247,Prakash Malhotra,Male,39,Self Employed,744000.00,West Bengal,Siliguri,09-03-2012
CUST100248,Manoj Mehta,Male,36,Salaried - Government,323000.00,Karnataka,Mysuru,02-09-2022
CUST100249,Komal Menon,Female,23,Salaried - Government,375000.00,Punjab,Chandigarh,19-08-2015
CUST100250,Sunil Iyer,Male,29,Self Employed,1334000.00,Madhya Pradesh,Gwalior,18-04-2008
CUST100251,Anita Chopra,Female,42,Salaried - Private,1323000.00,Gujarat,Vadodara,27-06-2021
CUST100252,Manisha Agarwal,Female,36,Homemaker,138000.00,Maharashtra,Mumbai,07-12-2017
CUST100253,Sarika Shah,Female,49,Salaried - Private,317000.00,Rajasthan,Jaipur,25-10-2009
CUST100254,Manisha Kumar,Female,18,Salaried - Private,1448000.00,West Bengal,Kolkata,04-09-2015
CUST100255,Naveen Trivedi,Male,56,Professional (Doctor/Lawyer/CA),609000.00,Karnataka,Hubli,13-11-2006
CUST100256,Ritu Ghosh,Female,47,Self Employed,540000.00,Gujarat,Vadodara,10-07-2015
CUST100257,Preeti Mukherjee,Female,0,Self Employed,530000.00,Karnataka,Mangaluru,24-08-2009
CUST100258,Pankaj Shah,Male,37,Self Employed,429000.00,Telangana,Hyderabad,12-12-2013
CUST100259,Ravi Pandey,Male,33,Salaried - Government,581000.00,Tamil Nadu,Madurai,13-01-2025
CUST100260,Divya Mishra,Female,47,Salaried - Government,434000.00,Bihar,Gaya,07-03-2017
CUST100261,Nitin Iyer,Male,52,Retired,496000.00,Rajasthan,Udaipur,16-03-2016
CUST100262,Arun Malhotra,Male,45,Salaried - Private,303000.00,Telangana,Nizamabad,22-07-2021
CUST100263,Sarika Iyer,Female,50,Self Employed,1699000.00,Bihar,Muzaffarpur,11-07-2024
CUST100264,Nidhi Yadav,Female,62,Salaried - Private,587000.00,Delhi,Saket,28-03-2022
CUST100265,Radhika Mukherjee,Female,52,Salaried - Government,322000.00,Punjab,Chandigarh,29-05-2022
CUST100266,Rohit Chatterjee,Male,43,Salaried - Private,1463000.00,Madhya Pradesh,Bhopal,03-12-2005
CUST100267,Arun Mishra,Male,29,Retired,680000.00,Rajasthan,Udaipur,27-05-2011
CUST100268,Vikram Joshi,Male,44,Salaried - Government,369000.00,Bihar,Bhagalpur,17-06-2011
CUST100269,Kalpana Gupta,Female,33,Business Owner,610000.00,Bihar,Gaya,12-09-2019
